run_id,city,city_slug,hotspot_rank,cell_id,centroid_latitude,centroid_longitude,p10,p50,p90,uncertainty_width,relative_uncertainty,confidence_score,confidence_band,hotspot_priority_class,planning_interpretation,verification_need
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,1,Z535,50.40236223570973,80.25236326168267,783.6063559370406,1043.480391359593,1568.2821577461168,784.6758018090763,0.7519794414025261,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,3,Z322,50.39753905575967,80.20319411375395,788.7287782618197,937.4102814297418,1359.1222907241404,570.3935124623206,0.6084779778522956,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,4,Z507,50.41130945110234,80.24518543008101,730.0235830052412,932.2438562185516,1265.2151789781312,535.1915959728901,0.5740897002462216,0.3655055229410923,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,7,Z454,50.442691320569175,80.2306029930216,741.8226429313384,843.0944153076741,1309.864478257477,568.0418353261387,0.6737582707374958,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,8,Z563,50.402407234208255,80.25939826841137,728.004882988422,840.8060466539089,1170.5932195349385,442.58833654651625,0.5263857679281102,0.3983071954465415,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,9,Z679,50.40707933814127,80.28747105274327,679.5169310531469,840.228269293884,1182.2660912157328,502.7491601625859,0.5983483043067442,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,11,Z324,50.406531612788015,80.20304332189426,695.6771799076113,823.0950372212252,1161.451089304769,465.77390939715775,0.5658810809619431,0.3711498467609672,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,12,Z385,50.402130862748734,80.21718850107483,721.3816693038956,811.8017573729663,1315.3628596982564,593.9811903943609,0.7316825628913586,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,17,Z541,50.42934015396424,80.25193851101544,580.7506163855618,744.6873399156411,1008.4422823397024,427.69166595414055,0.5743238041385125,0.3653445509030648,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,21,Z829,50.42527502831864,80.32239349207018,577.7750602835557,724.7918117564894,1045.070925794704,467.2958655111484,0.6447311599432738,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
